feature,target,n,pearson_r,pearson_p,granger_p_min,pearson_p_bh,granger_p_bh
net_valence,SPY__fwd_1m,329,-0.2328909360471955,1.9812127308145575e-05,0.06723326968801607,0.00014474507127480474,0.26048850332797535
net_valence,^GSPC__fwd_1m,329,-0.2319192827861005,2.150217892962929e-05,0.07527430132985785,0.00015526573389883474,0.2749725948578925
share_confusion_uncertainty,QQQ__fwd_3m,329,-0.2294826640004758,2.6361299050132775e-05,0.17356122117265607,0.0001881651345992236,0.3660749863055432
emo_pessimism_despair,ETH-USD__fwd_1m,329,0.22752056817940997,3.101180843015261e-05,0.015981225725703534,0.00021884469358096333,0.14687901151430865
share_confusion_uncertainty,^IXIC__fwd_3m,329,-0.22585602252854803,3.555532129316828e-05,0.26141231645849766,0.00024808825306806183,0.448444885416373
cell_optimism_confidence__corporate_earnings,^IXIC__fwd_3m,329,0.22410516260800764,4.100952704708324e-05,0.29033506717037005,0.00028296573662487436,0.468306692760519
cell_anger_disgust__fiscal_taxes,SPY__fwd_1m,329,0.22386976599281364,4.1800415058639415e-05,0.266163032172554,0.00028525338188368214,0.4528417615867289
cell_anger_disgust__fiscal_taxes,^GSPC__fwd_1m,329,0.22330594734188527,4.3753710437179544e-05,0.284803033661417,0.0002953375454509619,0.4682335397749045
cell_fear_anxiety__monetary_policy,QQQ__fwd_1m,329,0.21832993814679377,6.514519772358868e-05,0.2243581758302733,0.0004350018041542857,0.41104436793214344
cell_fear_anxiety__monetary_policy,^IXIC__fwd_1m,329,0.2170011278033293,7.234112354233441e-05,0.1832905953236353,0.00047791316723180496,0.3781510288902908
emo_anger_disgust,QQQ__fwd_1m,329,0.2147961799835837,8.595651039807801e-05,0.17001874431571684,0.0005618841363916467,0.3640746214484833
cell_optimism_confidence__growth_gdp,QQQ__fwd_1m,329,0.2144700825530237,8.816382892071317e-05,0.0519486705124338,0.0005703097683308634,0.22386988957645665
emo_anger_disgust,^IXIC__fwd_1m,329,0.2138610807629791,9.24295291187575e-05,0.17390035581342228,0.0005917395627087464,0.3660749863055432
cell_optimism_confidence__growth_gdp,^IXIC__fwd_1m,329,0.2123099615572055,0.00010418717060931456,0.04588755673262492,0.000660206458656983,0.220554434492371
cell_optimism_confidence__corporate_earnings,QQQ__fwd_3m,329,0.21185073494699114,0.00010792909975675519,0.14657693772622052,0.0006770098075651007,0.35280728034101916
emo_confusion_uncertainty,SPY__fwd_1m,329,0.20907058868802073,0.0001334171943506821,0.1728410403666493,0.0008285207769177359,0.3660749863055432
emo_confusion_uncertainty,QQQ__fwd_1m,329,0.20843213872153032,0.00014001896282803662,0.14547567862156405,0.0008609086724377301,0.3519033402902329
emo_optimism_confidence,ETH-USD__fwd_1m,329,0.20678288915354628,0.00015851782333343284,0.06804293762463504,0.0009650938067653117,0.2608312608944343
emo_confusion_uncertainty,^GSPC__fwd_1m,329,0.20623238751437817,0.00016518588662818015,0.1663685428135712,0.0009959265591854356,0.3625082985516762
share_pessimism_despair,^VIX__fwd_3m,329,-0.20559981197507712,0.0001731721418570704,0.31543484162893337,0.0010340375008965454,0.49152303344634946
emo_optimism_confidence,BTC-USD__fwd_3m,329,0.20467974592561586,0.0001854352204801773,0.09219478075545465,0.0010967168754113343,0.3013313623638807
share_anger_disgust,^VIX__fwd_3m,329,0.204132533295389,0.00019310926691332788,0.2204234428112691,0.0011307379645700845,0.41079746389035715
emo_confusion_uncertainty,^IXIC__fwd_1m,329,0.20401268151282675,0.00019482924671336397,0.12532203124835536,0.0011307379645700845,0.3334818847532009
emo_anger_disgust,SPY__fwd_1m,329,0.2035848294255346,0.00020108688925948775,0.16787518789864347,0.0011562496132420546,0.3640746214484833
emo_pessimism_despair,GLD__fwd_3m,329,0.20302997719163812,0.00020948209441230925,0.1780988233144943,0.0011934713819270095,0.37120088775589705
cell_optimism_confidence__growth_gdp,GC=F__fwd_1m,329,0.20285334761894971,0.00021222261174512133,0.00754834615964485,0.0011973909120286405,0.13224500077974471
emo_anger_disgust,^GSPC__fwd_1m,329,0.2027382514953215,0.00021402639490367004,0.1832313006952369,0.0011973909120286405,0.3781510288902908
emo_fear_anxiety,ETH-USD__fwd_1m,329,0.2020176772707489,0.00022564893552935503,0.16192661079949017,0.0012511427586047274,0.3604795596379018
emo_pessimism_despair,GC=F__fwd_3m,329,0.20009049645067065,0.00025969620737153944,0.11270075162653566,0.001427180042280761,0.32938043485315516
cell_optimism_confidence__corporate_earnings,GLD__fwd_3m,329,0.19960551645942165,0.0002689894355974647,0.49536033201585994,0.0014652845570703996,0.6178792649704572
emo_confusion_uncertainty,ETH-USD__fwd_1m,329,0.1974303244270649,0.0003146158075356998,0.03626552003298437,0.001698925360692779,0.20105714620879578
cell_fear_anxiety__markets_themselves,GC=F__fwd_1m,329,0.1964454607655031,0.0003375615089698093,0.13876880297292374,0.0018071180781918238,0.3433283930126918
emo_surprise,ETH-USD__fwd_1m,329,0.1963240387598166,0.00034049594134203336,0.008031077531342226,0.0018072476886615617,0.13224500077974471
cell_fear_anxiety__markets_themselves,GC=F__fwd_3m,329,0.1938865082184342,0.00040467038308698866,0.1841668580249765,0.002129663626245932,0.3787007246142729
cell_optimism_confidence__growth_gdp,GLD__fwd_1m,329,0.19314658600226645,0.00042627225236080955,0.004539922525675815,0.002224496375765233,0.13224500077974471
cell_optimism_confidence__corporate_earnings,GC=F__fwd_3m,329,0.19283835703158708,0.00043558325693145085,0.7978370570369392,0.002254143354620258,0.8207691227764766
emo_excitement_euphoria,BTC-USD__fwd_3m,329,0.1916512649566485,0.00047323707081270644,0.11055894558030857,0.0024287621568156257,0.32850289571948144
cell_optimism_confidence__corporate_earnings,SPY__fwd_1m,329,0.1913855811363125,0.0004820683062549461,0.4814359834593456,0.002453806706428865,0.6101464198535789
cell_fear_anxiety__markets_themselves,GLD__fwd_3m,329,0.19065959525930376,0.0005069861335082968,0.1865650807421494,0.002559661698444328,0.3792741100659039
cell_optimism_confidence__corporate_earnings,GLD__fwd_1m,329,0.1905255415074409,0.0005117159554062548,0.3156059853704381,0.002562706518607131,0.49152303344634946
cell_optimism_confidence__corporate_earnings,^IXIC__fwd_1m,329,0.19006419374587713,0.0005283084205956881,0.31204393536701636,0.0026246362335193784,0.4905804654757396
cell_optimism_confidence__corporate_earnings,^GSPC__fwd_1m,329,0.1896286426018524,0.0005444297847591279,0.5179082111513386,0.002675739185668237,0.6368732655940224
