feature,target,n,pearson_r,pearson_p,granger_p_min,pearson_p_bh,granger_p_bh
mean_intensity,GC=F__fwd_1w,443,-0.012679732826950611,0.7901358700957833,0.26995561894102965,0.9992476446617728,0.4902948672761605
cell_fear_anxiety__inflation,QQQ__fwd_3m,431,0.012654415028088152,0.7933522604325599,0.5800650985189779,0.9992476446617728,0.7035555198833697
emo_excitement_euphoria,GC=F__fwd_3m,431,-0.012632643428726805,0.7936997824765677,0.6880351054678293,0.9992476446617728,0.7657164883432294
mean_intensity,^GSPC__fwd_1w,443,0.012356256530960489,0.7953696543362543,0.5909656942815732,0.9992476446617728,0.7126013517453533
cell_optimism_confidence__growth_gdp,GLD__fwd_3m,431,0.012515119331824177,0.795576425753966,0.414054189369892,0.9992476446617728,0.5910980496521907
net_valence,QQQ__fwd_1m,440,0.012177841451797197,0.7989336843165754,0.03355573647189812,0.9992476446617728,0.20522081301774214
net_valence_mean,GLD__fwd_1m,440,-0.012068580565850837,0.800699632944251,0.7001270008134854,0.9992476446617728,0.7720948160184152
net_valence_mean,GLD__fwd_3m,431,-0.012171273779520977,0.8010737393001657,0.4607329721005954,0.9992476446617728,0.6179593427094379
cell_optimism_confidence__corporate_earnings,GC=F__fwd_1m,440,0.011974029057819456,0.8022286587400626,0.4417739190581486,0.9992476446617728,0.6056106042717666
share_excitement_euphoria,QQQ__fwd_1w,443,0.011881880481559587,0.8030615301938165,0.9185631006839515,0.9992476446617728,0.926018970007685
share_optimism_confidence,^VIX__fwd_1m,440,0.011872235120630917,0.8038756482782463,0.7428290021577906,0.9992476446617728,0.8028102062402648
share_pessimism_despair,SPY__fwd_1w,443,-0.011786885919099536,0.8046041539532697,0.041041399568287174,0.9992476446617728,0.21492131498891587
net_valence_mean,GC=F__fwd_1m,440,-0.011613087579324045,0.808072465124451,0.6549446244172163,0.9992476446617728,0.7537511186777172
share_surprise,QQQ__fwd_3m,431,-0.011728316543361785,0.8081700821927759,0.43660965811057245,0.9992476446617728,0.6044768383173692
emo_surprise,QQQ__fwd_1w,443,0.011551403971800057,0.8084314214237583,0.2869691971821672,0.9992476446617728,0.49778735041934585
cell_fear_anxiety__monetary_policy,QQQ__fwd_1w,443,0.011417482252880536,0.8106100852116355,0.07916476282754162,0.9992476446617728,0.32201131335419836
net_valence_mean,BTC-USD__fwd_1m,441,0.011426721272226568,0.8108823406821364,0.5126544244014538,0.9992476446617728,0.6610324912266262
share_anger_disgust,BTC-USD__fwd_3m,432,-0.011527960017782475,0.8111692724150124,0.36644192172821,0.9992476446617728,0.5563824777340303
net_valence,^IXIC__fwd_3m,431,-0.011241862169695187,0.8159814036811311,0.1786943637525816,0.9992476446617728,0.4310058923917868
emo_anger_disgust,BTC-USD__fwd_1m,441,0.011111997057494797,0.8159968308316361,0.6834090898639117,0.9992476446617728,0.7646793600098905
cell_anger_disgust__fiscal_taxes,^VIX__fwd_1w,443,-0.011012710973886956,0.8172038083148482,0.12925204898171325,0.9992476446617728,0.3910054457136942
cell_optimism_confidence__growth_gdp,SPY__fwd_3m,431,0.011146582628433127,0.8175135330964762,0.0012593431761104147,0.9992476446617728,0.04116063749287197
emo_pessimism_despair,^VIX__fwd_1m,440,0.01086865845668858,0.8201585231842463,0.007075651331304983,0.9992476446617728,0.0949714427459045
net_valence,SPY__fwd_3m,431,-0.010963146312522654,0.8204652075762907,0.042519737501077855,0.9992476446617728,0.21492131498891587
cell_optimism_confidence__growth_gdp,^IXIC__fwd_3m,431,0.010926228792114464,0.8210595553926616,0.005877317990472086,0.9992476446617728,0.0949714427459045
cell_fear_anxiety__inflation,^IXIC__fwd_3m,431,0.010815309564857541,0.822845896698017,0.6808102585304241,0.9992476446617728,0.7631465172335621
emo_surprise,^VIX__fwd_1m,440,0.010607059604658022,0.8244159540549513,0.005783118264169684,0.9992476446617728,0.0949714427459045
share_pessimism_despair,GC=F__fwd_1m,440,0.010578519045021755,0.8248807558160463,0.1321058689207343,0.9992476446617728,0.3910054457136942
mean_intensity,BTC-USD__fwd_1w,444,0.010442411761568179,0.8263221289134749,0.2786440538965477,0.9992476446617728,0.4953964211081805
cell_optimism_confidence__corporate_earnings,^VIX__fwd_1m,440,0.01048388523118988,0.8264223666236765,0.22764697780994725,0.9992476446617728,0.46502885927624094
share_confusion_uncertainty,ETH-USD__fwd_1m,441,-0.010431991573988704,0.8270738338504745,0.22996522091080757,0.9992476446617728,0.465171729863045
net_valence_mean,GC=F__fwd_3m,431,-0.010537505585412443,0.8273238952583339,0.3725500932662207,0.9992476446617728,0.5634002874413093
share_pessimism_despair,^GSPC__fwd_1w,443,-0.01026911514689147,0.8293503168243547,0.03768757861613075,0.9992476446617728,0.2146415599550254
share_anger_disgust,GC=F__fwd_1m,440,0.01030293889331539,0.8293718844349168,0.6869893760431361,0.9992476446617728,0.7657164883432294
cell_fear_anxiety__inflation,SPY__fwd_3m,431,0.010310638656404775,0.8309849869901825,0.6117150509872774,0.9992476446617728,0.7235611526526462
cell_optimism_confidence__growth_gdp,QQQ__fwd_1w,443,0.010082449316150767,0.8324059862042225,0.03013158348435985,0.9992476446617728,0.1949136806644528
