date,n_pairs,net_valence,net_valence_mean,mean_intensity,emo_optimism_confidence,share_optimism_confidence,emo_excitement_euphoria,share_excitement_euphoria,emo_fear_anxiety,share_fear_anxiety,emo_pessimism_despair,share_pessimism_despair,emo_anger_disgust,share_anger_disgust,emo_confusion_uncertainty,share_confusion_uncertainty,emo_surprise,share_surprise,cell_fear_anxiety__inflation,cell_fear_anxiety__monetary_policy,cell_optimism_confidence__growth_gdp,cell_fear_anxiety__markets_themselves,cell_anger_disgust__fiscal_taxes,cell_optimism_confidence__corporate_earnings
2018-03-23,1555,-688.9,-0.44302250803858517,0.5334662379421221,93,0.05980707395498392,13,0.008360128617363344,97,0.062379421221864954,190,0.12218649517684887,1040,0.6688102893890675,105,0.06752411575562701,17,0.010932475884244373,1.5,9.25,0.5,1.5,234.5,0.0
2018-03-30,1126,-448.24,-0.3980817051509769,0.5165364120781527,88,0.07815275310834814,14,0.012433392539964476,47,0.041740674955595025,153,0.13587921847246892,722,0.6412078152753108,80,0.07104795737122557,22,0.019538188277087035,0.0,0.5,2.5,1.5,78.75,0.0
2018-04-06,1417,-600.78,-0.42398023994354267,0.5212844036697247,87,0.061397318278052226,5,0.0035285815102328866,92,0.06492589978828511,205,0.14467184191954835,889,0.6273817925194072,106,0.0748059280169372,33,0.02328863796753705,0.75,3.13,0.0,3.5,28.5,0.0
2018-04-13,1276,-554.9,-0.4348746081504702,0.5194278996865204,73,0.05721003134796238,6,0.004702194357366771,40,0.03134796238244514,141,0.11050156739811912,917,0.7186520376175548,76,0.05956112852664577,23,0.018025078369905956,0.5,0.75,0.0,0.0,105.0,0.5
2018-04-20,1377,-594.01,-0.43137981118373275,0.5326071169208424,98,0.07116920842411038,14,0.010167029774872912,83,0.06027596223674655,182,0.13217138707334786,908,0.6594045025417574,73,0.053013798111837325,19,0.013798111837327523,0.0,0.5,0.5,0.5,209.37,0.0
2018-04-27,1818,-749.4,-0.4122112211221122,0.5267601760176017,142,0.0781078107810781,21,0.01155115511551155,98,0.0539053905390539,260,0.14301430143014301,1142,0.6281628162816282,127,0.06985698569856985,28,0.015401540154015401,0.0,3.0,9.0,2.5,152.87,0.0
2018-05-04,1586,-710.16,-0.44776796973518285,0.5399873896595208,96,0.0605296343001261,6,0.0037831021437578815,97,0.06116015132408575,235,0.148171500630517,1022,0.6443883984867591,100,0.06305170239596469,30,0.018915510718789406,0.0,4.75,1.5,2.5,182.75,0.0
2018-05-11,1579,-672.14,-0.42567447751741605,0.527726409119696,95,0.06016466117796074,21,0.013299556681443952,68,0.04306523115896137,200,0.1266624445851805,1056,0.668777707409753,109,0.06903103229892336,28,0.01773274224192527,0.0,3.0,2.25,2.25,112.37,0.0
2018-05-18,1753,-737.25,-0.42056474614945805,0.5229834569309755,118,0.06731317741015402,18,0.01026811180832858,70,0.03993154592127781,248,0.1414717626925271,1163,0.6634341129492299,109,0.06217912150598973,27,0.01540216771249287,0.5,5.0,4.63,1.5,115.26,0.5
2018-05-25,2378,-985.91,-0.41459629941126996,0.5312447434819175,221,0.09293523969722456,18,0.007569386038687973,121,0.05088309503784693,495,0.20815811606391926,1384,0.5820016820857864,108,0.045416316232127836,31,0.013036164844407064,0.0,1.88,4.5,8.5,116.75,0.0
2018-06-01,1746,-721.89,-0.41345360824742267,0.5292325315005727,140,0.08018327605956473,22,0.012600229095074456,69,0.03951890034364261,247,0.14146620847651775,1125,0.6443298969072165,114,0.06529209621993128,29,0.016609392898052692,0.5,1.25,4.0,1.0,70.5,0.25
2018-06-08,1493,-633.89,-0.4245746818486269,0.5252980576021433,95,0.06363027461486939,11,0.007367716008037508,47,0.03148024112525117,178,0.11922304085733422,1014,0.6791694574681849,117,0.0783657066309444,31,0.020763563295378432,0.5,0.0,1.75,0.5,81.75,1.75
2018-06-15,2065,-884.4,-0.42828087167070217,0.5240823244552059,131,0.06343825665859563,16,0.00774818401937046,66,0.031961259079903145,288,0.13946731234866827,1393,0.6745762711864407,138,0.06682808716707021,33,0.015980629539951573,0.0,2.5,1.5,1.38,89.37,0.0
2018-06-22,1773,-742.27,-0.41865200225606314,0.5316074450084602,150,0.08460236886632826,10,0.0056401579244218835,93,0.05245346869712352,286,0.16130851663846588,1091,0.6153412295544275,125,0.07050197405527354,17,0.009588268471517203,1.75,0.5,5.25,4.63,79.0,1.0
2018-06-29,1777,-756.02,-0.4254473832301632,0.5310410804727068,129,0.07259425998874508,11,0.0061902082160945416,94,0.05289814293753517,249,0.14012380416432188,1148,0.6460326392796849,117,0.06584130557118739,29,0.016319639842431063,0.0,5.0,6.25,5.5,164.5,0.0
2018-07-06,2108,-903.88,-0.42878557874762807,0.5342931688804554,140,0.06641366223908918,35,0.016603415559772294,88,0.04174573055028463,322,0.1527514231499051,1368,0.6489563567362429,133,0.06309297912713473,21,0.009962049335863378,0.0,1.38,3.25,3.38,146.87,0.0
2018-07-13,2622,-1152.15,-0.4394164759725401,0.5305225019069413,146,0.05568268497330282,29,0.011060259344012205,101,0.038520213577421816,359,0.13691838291380626,1794,0.6842105263157895,152,0.057971014492753624,41,0.015636918382913808,0.0,5.0,3.0,2.63,234.37,0.0
2018-07-20,2647,-1065.11,-0.40238383075179446,0.5249036645258783,230,0.08689081979599547,23,0.008689081979599547,132,0.049867774839440875,456,0.17227049489988666,1578,0.5961465810351341,169,0.06384586324140537,59,0.022289384208537967,1.75,6.5,2.0,3.0,196.99,0.0
2018-07-27,1748,-694.88,-0.39752860411899316,0.5187643020594965,147,0.08409610983981694,20,0.011441647597254004,74,0.04233409610983982,249,0.14244851258581237,1087,0.6218535469107551,133,0.07608695652173914,38,0.021739130434782608,1.0,2.5,7.13,3.5,107.87,0.0
2018-08-03,2555,-1086.79,-0.42535812133072404,0.5281643835616439,173,0.06771037181996085,17,0.006653620352250489,82,0.03209393346379648,324,0.12681017612524462,1724,0.6747553816046967,174,0.06810176125244619,61,0.023874755381604697,0.0,1.0,5.0,3.0,164.5,0.25
2018-08-10,1692,-669.27,-0.3955496453900709,0.516128841607565,136,0.08037825059101655,21,0.012411347517730497,87,0.051418439716312055,274,0.16193853427895982,1014,0.599290780141844,136,0.08037825059101655,24,0.014184397163120567,2.5,8.5,4.25,3.5,63.13,0.0
2018-08-17,2187,-1002.38,-0.4583356195701875,0.5357841792409693,113,0.051668952903520804,10,0.004572473708276178,110,0.05029721079103795,262,0.11979881115683585,1535,0.7018747142203933,137,0.06264288980338363,20,0.009144947416552356,2.5,5.0,0.75,0.5,266.36,2.75
2018-08-24,2296,-1028.41,-0.4479137630662021,0.535962543554007,136,0.059233449477351915,15,0.006533101045296167,130,0.05662020905923345,303,0.13196864111498258,1545,0.6729094076655052,134,0.05836236933797909,32,0.013937282229965157,0.38,4.0,3.25,9.0,190.75,1.0
2018-08-31,2450,-1015.04,-0.4143020408163265,0.5267183673469388,180,0.07346938775510205,31,0.012653061224489797,126,0.05142857142857143,356,0.14530612244897959,1560,0.636734693877551,148,0.060408163265306125,49,0.02,1.0,1.0,12.25,9.38,224.25,1.0
2018-09-07,1561,-662.53,-0.4244266495836002,0.5239718129404228,89,0.057014734144778985,28,0.017937219730941704,93,0.05957719410634209,251,0.16079436258808455,973,0.6233183856502242,100,0.06406149903907751,25,0.016015374759769378,0.5,1.75,4.75,11.25,123.5,1.0
2018-09-14,2003,-799.79,-0.39929605591612577,0.5154518222666001,135,0.06739890164752871,26,0.012980529206190713,71,0.03544682975536695,324,0.1617573639540689,1226,0.6120818771842237,178,0.08886669995007489,43,0.021467798302546182,0.0,3.5,0.5,2.0,163.37,0.0
2018-09-21,1565,-635.33,-0.4059616613418531,0.5245878594249201,121,0.07731629392971245,14,0.008945686900958467,75,0.04792332268370607,224,0.14313099041533547,991,0.6332268370607029,117,0.07476038338658147,23,0.014696485623003195,0.0,2.0,0.5,4.25,64.5,0.0
2018-09-28,1417,-622.4,-0.43923782639378967,0.5301129146083274,78,0.05504587155963303,9,0.006351446718419196,85,0.05998588567395907,241,0.17007762879322513,874,0.6167960479887086,100,0.07057163020465773,30,0.02117148906139732,1.75,4.75,0.5,2.5,98.25,0.0
2018-10-05,2370,-1041.89,-0.4396160337552743,0.5320379746835443,152,0.06413502109704641,32,0.01350210970464135,98,0.04135021097046414,252,0.10632911392405063,1689,0.7126582278481013,116,0.048945147679324896,31,0.013080168776371307,0.0,3.0,0.0,1.0,343.75,1.0
2018-10-12,1898,-819.92,-0.4319915700737618,0.5388303477344574,124,0.06533192834562697,36,0.018967334035827187,118,0.06217070600632244,289,0.15226554267650158,1195,0.6296101159114857,111,0.058482613277133826,25,0.013171759747102213,2.25,9.63,3.75,3.5,128.88,0.25
2018-10-19,2037,-842.87,-0.41378006872852235,0.5300196367206677,167,0.0819833087874325,22,0.010800196367206676,119,0.058419243986254296,312,0.15316642120765833,1256,0.616593028964163,114,0.055964653902798235,47,0.023073146784486992,0.0,2.88,5.75,2.25,181.25,0.0
2018-10-26,1997,-758.04,-0.37958938407611414,0.5223284927391086,177,0.0886329494241362,45,0.022533800701051578,134,0.0671006509764647,296,0.14822233350025038,1158,0.5798698047070606,147,0.07361041562343515,40,0.020030045067601403,0.38,8.5,8.38,16.14,152.62,0.0
2018-11-02,2718,-1059.05,-0.38964311994113315,0.5304231052244297,214,0.07873436350257543,78,0.02869757174392936,136,0.05003679175864607,403,0.14827078734363502,1620,0.5960264900662252,173,0.06364974245768948,94,0.034584253127299486,0.5,1.88,26.5,3.25,297.13,0.0
2018-11-09,2616,-1128.9,-0.43153669724770644,0.5282071865443425,172,0.06574923547400612,22,0.008409785932721712,104,0.039755351681957186,420,0.16055045871559634,1692,0.6467889908256881,158,0.06039755351681957,48,0.01834862385321101,0.0,1.25,5.5,2.5,278.62,1.25
2018-11-16,2624,-1163.26,-0.4433155487804878,0.5324161585365853,149,0.056783536585365856,35,0.013338414634146341,81,0.03086890243902439,366,0.13948170731707318,1829,0.6970274390243902,121,0.04611280487804878,43,0.01638719512195122,0.5,5.25,1.38,1.25,344.62,0.0
2018-11-23,2833,-1146.29,-0.4046205435933639,0.5267243205082951,214,0.07553829862336746,27,0.00953053300388281,148,0.0522414401694317,429,0.15142957995058243,1727,0.6096011295446523,218,0.0769502294387575,70,0.024708789269325803,0.0,7.25,1.5,12.0,166.75,0.25
2018-11-30,2611,-1112.27,-0.42599387207966294,0.5316621983914209,189,0.07238605898123325,30,0.011489850631941785,114,0.043661432401378784,374,0.14324013787820758,1710,0.6549214860206817,144,0.055151283033320564,50,0.019149751053236307,0.0,4.38,3.75,6.5,114.5,4.5
